age_op,age_th,edu_op,edu_th,hours_op,hours_th,gain_val,original_spd,selected_rows,selectivity,male_ratio,female_ratio,positive_rate,male_positive_rate,female_positive_rate,age_percentile,edu_percentile,hours_percentile,repair_age_op,repair_age_th,repair_edu_op,repair_edu_th,repair_hours_op,repair_hours_th,repair_gain_val,repair_spd,distance,delta_age,delta_edu,delta_hours,delta_gain
>=,32,<=,9,>=,58,0,0.2234477850916207,661,0.020300359325573537,0.8835098335854765,0.11649016641452345,0.2753403933434191,0.3013698630136986,0.07792207792207792,0.3773839869782869,0.4531187617087927,0.9204569884217315,>=,32,<=,9,>=,61,0,0.1942285356919503,0.05172413793103448,0,0,3,0
>=,42,>=,7,>=,53,1,0.2154882154882155,238,0.007309357820705752,0.907563025210084,0.09243697478991597,0.8319327731092437,0.8518518518518519,0.6363636363636364,0.6359141304014004,0.11731826418107552,0.8935229262000552,>=,42,>=,7,>=,50,1,0.19190974133186567,0.05660377358490566,0,0,-3,0
<=,49,>=,12,>=,56,0,0.3048373195432019,682,0.020945302662694634,0.8005865102639296,0.19941348973607037,0.5234604105571847,0.5842490842490843,0.27941176470588236,0.7831147692024201,0.7522496237830534,0.9190749669850434,<=,49,>=,15,>=,56,0,0.1681553398058252,0.25,0,3,0,0
<=,53,>=,11,<=,54,0,0.2565084884233797,6871,0.21101931758852616,0.6453209139863193,0.3546790860136807,0.3436181050793189,0.434596301308074,0.1780878128846943,0.848806854826326,0.7194803599398053,0.8947821012868156,<=,53,>=,9,<=,54,0,0.16671416112096216,0.18181818181818182,0,-2,0,0
<=,56,>=,14,>=,51,1,0.28497706422018354,125,0.0038389484352446177,0.872,0.128,0.936,0.9724770642201835,0.6875,0.8856607598046743,0.9696262399803446,0.8885169374404963,<=,56,>=,14,>=,50,1,0.16155941436840315,0.0196078431372549,0,0,-1,0
>=,45,<=,14,<=,41,1,0.2059774575018477,668,0.020515340437947237,0.7365269461077845,0.2634730538922156,0.5778443113772455,0.6321138211382114,0.42613636363636365,0.7043395473112005,0.9696262399803446,0.7068578974847209,>=,45,<=,14,<=,39,1,0.0492424242424242,0.04878048780487805,0,0,-2,0
>=,25,>=,13,<=,53,0,0.2909149307718116,5448,0.1673167286017014,0.6954845814977973,0.30451541850220265,0.43740822320117473,0.5259963050936922,0.23508137432188064,0.19689198734682595,0.9167101747489328,0.8935229262000552,>=,25,>=,13,<=,53,1,0.17972779151026885,1.0,0,0,0,1
>=,38,>=,10,>=,40,0,0.343914492587059,6202,0.19047326556309696,0.744920993227991,0.255079006772009,0.4616252821670429,0.5493506493506494,0.2054361567635904,0.5376984736341022,0.6770369460397407,0.7057522803353705,>=,38,>=,10,>=,41,1,0.1962264150943397,1.025,0,0,1,1
<=,38,>=,11,>=,35,0,0.21278726416643912,4037,0.12398267866466017,0.6487490710923953,0.3512509289076047,0.28684666831805794,0.36158839251622754,0.14880112834978843,0.5376984736341022,0.7194803599398053,0.21129572187586376,<=,37,>=,11,>=,35,0,0.1975289171049563,0.02631578947368421,-1,0,0,0
>=,36,>=,10,>=,45,0,0.31585591271809205,3042,0.09342464912011302,0.8221564760026299,0.17784352399737016,0.5535831689677844,0.6097560975609756,0.29390018484288355,0.4859494487270047,0.6770369460397407,0.7807499769663094,>=,36,>=,10,>=,46,1,0.17994031830238733,1.0222222222222221,0,0,1,1
>=,37,<=,15,<=,54,1,0.20077509257502701,1512,0.046435920272718895,0.7691798941798942,0.23082010582010581,0.6587301587301587,0.705073086844368,0.504297994269341,0.5122999907865238,0.9873161143699518,0.8947821012868156,>=,37,<=,14,<=,54,1,0.19776719688305222,0.06666666666666667,0,-1,0,0
<=,59,<=,13,>=,24,1,0.22776208604527404,1828,0.05614078191701729,0.7861050328227571,0.21389496717724288,0.5908096280087527,0.639526791927627,0.4117647058823529,0.9187985626977059,0.9167101747489328,0.10039617947851724,<=,59,<=,13,>=,24,0,0.16238760459065774,1.0,0,0,0,-1
>=,25,<=,15,>=,29,1,0.20806697021974607,2336,0.07174226835785141,0.7966609589041096,0.2033390410958904,0.6583904109589042,0.7006985491671145,0.4926315789473684,0.19689198734682595,0.9873161143699518,0.12579466232609562,>=,24,<=,15,>=,29,0,0.1994247969538527,1.04,-1,0,0,-1
<=,53,<=,11,>=,55,0,0.21305961943937807,1631,0.05009059918307177,0.8657265481299816,0.1342734518700184,0.2575107296137339,0.28611898016997167,0.0730593607305936,0.848806854826326,0.7194803599398053,0.9160959429992936,<=,50,<=,11,>=,54,0,0.19790619391897224,0.07478559176672384,-3,0,-1,0
>=,27,>=,13,>=,43,0,0.2987349778621126,2618,0.08040293602776327,0.8051948051948052,0.19480519480519481,0.5974025974025974,0.6555977229601518,0.3568627450980392,0.2466447590675962,0.9167101747489328,0.7182211848530451,>=,27,>=,15,>=,43,0,0.14915966386554624,0.15384615384615385,0,2,0,0
>=,46,>=,8,<=,45,0,0.2829916333304325,5515,0.16937440496299253,0.6476881233000906,0.3523118766999093,0.30063463281958297,0.40033594624860025,0.11734431291816778,0.7269739872854027,0.13061638156076288,0.7807499769663094,>=,46,>=,8,<=,39,0,0.1492286279393451,0.13333333333333333,0,0,-6,0
>=,55,>=,7,<=,42,0,0.23902025657243875,2530,0.07770031632935107,0.6371541501976284,0.36284584980237156,0.2339920948616601,0.3207196029776675,0.08169934640522876,0.874420318786278,0.11731826418107552,0.7135837351432696,>=,55,>=,7,<=,39,0,0.15024866968162548,0.07142857142857142,0,0,-3,0
<=,60,<=,15,>=,58,1,0.27142857142857146,271,0.008322840207610331,0.9040590405904059,0.0959409594095941,0.7453874538745388,0.7714285714285715,0.5,0.9283805779920764,0.9873161143699518,0.9204569884217315,<=,63,<=,14,>=,58,1,0.19907407407407407,0.11666666666666667,3,-1,0,0
>=,57,>=,10,>=,24,0,0.3374288019555996,1131,0.0347348054420933,0.7329796640141468,0.26702033598585323,0.39964633068081346,0.4897466827503016,0.152317880794702,0.8966555081232149,0.6770369460397407,0.10039617947851724,>=,57,>=,11,>=,26,1,0.19333333333333336,1.1833333333333333,0,1,2,1
>=,33,<=,14,>=,40,0,0.24027397033197878,14093,0.43281840238321917,0.7434187185127368,0.25658128148726317,0.3116440786205918,0.37329388183640355,0.13301991150442477,0.40425662602499923,0.9696262399803446,0.7057522803353705,>=,33,<=,12,>=,40,0,0.19393583350809374,0.14285714285714285,0,-2,0,0
>=,35,>=,11,<=,46,0,0.3089720502047293,3887,0.11937594054236664,0.6794443015178802,0.3205556984821199,0.431438127090301,0.5304808784551306,0.22150882825040127,0.45837044316820735,0.7194803599398053,0.7832683271398299,>=,34,>=,12,<=,46,1,0.19876834381551367,1.1194805194805195,-1,1,0,1
>=,48,<=,11,>=,41,0,0.26782689049745884,1272,0.03906513927704923,0.8309748427672956,0.1690251572327044,0.3388364779874214,0.3841059602649007,0.11627906976744186,0.7653941832253309,0.7194803599398053,0.7068578974847209,>=,48,<=,8,>=,41,0,0.06220095693779906,0.2727272727272727,0,-3,0,0
>=,27,>=,9,<=,56,1,0.20844931310047587,2027,0.06225238782592672,0.7666502220029601,0.23334977799703996,0.6714356191415886,0.7200772200772201,0.5116279069767442,0.2466447590675962,0.4531187617087927,0.9190749669850434,>=,26,>=,9,<=,53,1,0.1994993742177723,0.09060846560846561,-1,0,-3,0
>=,59,<=,13,<=,46,1,0.207286432160804,271,0.008322840207610331,0.7343173431734318,0.2656826568265683,0.4022140221402214,0.457286432160804,0.25,0.9187985626977059,0.9167101747489328,0.7832683271398299,>=,58,<=,13,<=,46,1,0.1981566820276498,0.01694915254237288,-1,0,0,0
>=,32,<=,12,>=,44,0,0.2398144120632159,3740,0.11486133718251897,0.8382352941176471,0.16176470588235295,0.31176470588235294,0.35055821371610846,0.11074380165289256,0.3773839869782869,0.7522496237830534,0.7247320413992199,>=,32,<=,12,>=,40,0,0.1891178304893296,0.09090909090909091,0,0,-4,0
<=,54,<=,14,<=,53,1,0.20179983489746262,1681,0.05162617855716962,0.7334919690660321,0.26650803093396785,0.5788221296847115,0.6326034063260341,0.43080357142857145,0.8615521636313381,0.9696262399803446,0.8935229262000552,<=,53,<=,14,<=,53,1,0.19960351366341383,0.018518518518518517,-1,0,0,0
>=,48,>=,4,>=,36,0,0.2906286418769381,5430,0.1667639200270262,0.7353591160220995,0.26464088397790053,0.35359116022099446,0.43050338091660406,0.13987473903966596,0.7653941832253309,0.036792481803384416,0.2180522711218943,>=,52,>=,4,>=,36,1,0.19635064437922678,1.0833333333333333,4,0,0,1
>=,32,<=,14,>=,53,0,0.2729625164204351,2127,0.06532354657412241,0.8566055477197931,0.14339445228020686,0.4010343206393982,0.44017563117453345,0.16721311475409836,0.3773839869782869,0.9696262399803446,0.8935229262000552,>=,31,<=,14,>=,52,1,0.1996151996151997,1.0501179245283019,-1,0,-1,1
>=,38,>=,1,<=,49,0,0.22716652342495425,11075,0.34013083136267314,0.6510158013544018,0.3489841986455982,0.2630248306997743,0.34230235783633844,0.11513583441138421,0.5376984736341022,0.001566290961579804,0.8015417216915942,>=,32,>=,1,<=,49,0,0.1970949051902835,0.15789473684210525,-6,0,0,0
<=,48,>=,13,>=,36,1,0.22747314867156587,694,0.021313841712478118,0.7910662824207493,0.20893371757925072,0.8213256484149856,0.8688524590163934,0.6413793103448275,0.7653941832253309,0.9167101747489328,0.2180522711218943,<=,48,>=,14,>=,36,1,0.19187254675594545,0.07692307692307693,0,1,0,0
>=,33,>=,5,>=,27,1,0.21155427363255497,1974,0.060624673689383006,0.8044579533941236,0.1955420466058764,0.7168186423505573,0.7581863979848866,0.5466321243523317,0.40425662602499923,0.05257823776911028,0.12293848469027364,>=,30,>=,5,>=,25,1,0.19986845115534202,0.16498316498316498,-3,0,-2,0
<=,47,>=,3,>=,35,1,0.2042817804261466,1603,0.04923067473357698,0.7785402370555209,0.2214597629444791,0.6238303181534622,0.6690705128205128,0.4647887323943662,0.7487177912226283,0.01695279629004023,0.21129572187586376,<=,46,>=,3,>=,35,1,0.19383135257498585,0.02127659574468085,-1,0,0,0
>=,58,>=,11,>=,37,0,0.32402609863749765,494,0.015171524216086729,0.7813765182186235,0.21862348178137653,0.4939271255060729,0.5647668393782384,0.24074074074074073,0.9078959491416111,0.7194803599398053,0.2226282976567059,>=,58,>=,11,>=,37,1,0.15004985044865404,1.0,0,0,0,1
<=,51,>=,13,>=,59,1,0.30152848540991195,144,0.0044224685974018,0.8819444444444444,0.11805555555555555,0.8541666666666666,0.889763779527559,0.5882352941176471,0.8198765394183225,0.9167101747489328,0.9206105463591413,<=,51,>=,15,>=,59,0,0.13713713713713716,1.1538461538461537,0,2,0,-1
<=,45,>=,14,>=,59,0,0.24563122652294622,196,0.006019471146463561,0.8010204081632653,0.1989795918367347,0.6326530612244898,0.6815286624203821,0.4358974358974359,0.7043395473112005,0.9696262399803446,0.9206105463591413,<=,45,>=,15,>=,59,0,0.19999999999999996,0.07142857142857142,0,1,0,0
>=,29,>=,2,>=,24,0,0.22474427536130437,19908,0.6114062835907988,0.7058468957203134,0.29415310427968655,0.2863672895318465,0.35247651579846284,0.12773224043715847,0.29824022603728384,0.00672583765854857,0.10039617947851724,>=,23,>=,2,>=,24,0,0.19623370249457311,0.20689655172413793,-6,0,0,0
<=,58,>=,13,>=,32,1,0.2024293749956544,944,0.028991738582967354,0.7976694915254238,0.20233050847457626,0.836864406779661,0.8778220451527224,0.675392670157068,0.9078959491416111,0.9167101747489328,0.1694051165504745,<=,59,>=,13,>=,32,1,0.19801900141499895,0.017241379310344827,1,0,0,0
<=,59,>=,13,<=,56,0,0.2943775363677398,5726,0.17585454992168545,0.6756898358365351,0.3243101641634649,0.41215508208173246,0.5076247092271905,0.21324717285945072,0.9187985626977059,0.9167101747489328,0.9190749669850434,<=,59,>=,16,<=,56,0,0.194896449704142,0.23076923076923078,0,3,0,0
>=,53,>=,3,>=,39,1,0.2525301204819277,490,0.015048677866158901,0.8469387755102041,0.15306122448979592,0.6938775510204082,0.7325301204819277,0.48,0.848806854826326,0.01695279629004023,0.23841405362243173,>=,53,>=,3,>=,41,1,0.15242881072026804,0.05128205128205128,0,0,2,0
<=,49,>=,14,<=,43,0,0.32006446414182116,802,0.024630693160529467,0.6359102244389028,0.3640897755610973,0.43640897755610975,0.5529411764705883,0.2328767123287671,0.7831147692024201,0.9696262399803446,0.7182211848530451,<=,49,>=,14,<=,39,0,0.10677227722772276,0.09302325581395349,0,0,-4,0
>=,38,>=,7,>=,46,0,0.2832137013298137,3121,0.09585086453118762,0.837231656520346,0.16276834347965397,0.4831784684396027,0.529276693455798,0.24606299212598426,0.5376984736341022,0.11731826418107552,0.7832683271398299,>=,38,>=,7,>=,46,1,0.16692851531814612,1.0,0,0,0,1
>=,40,>=,8,>=,54,0,0.30903142784644944,1322,0.040600718651147075,0.8517397881996974,0.14826021180030258,0.4826021180030257,0.5284191829484902,0.2193877551020408,0.5871441294800528,0.13061638156076288,0.8947821012868156,>=,40,>=,8,>=,50,1,0.19737762237762235,1.074074074074074,0,0,-4,1
>=,30,>=,9,>=,59,0,0.25387146728610144,1714,0.0526396609440742,0.8611435239206534,0.13885647607934656,0.4329054842473746,0.46815718157181574,0.21428571428571427,0.3246829028592488,0.4531187617087927,0.9206105463591413,>=,30,>=,9,>=,59,1,0.17240390131956396,1.0,0,0,0,1
>=,60,>=,6,>=,45,0,0.32832244008714595,321,0.009858419581708178,0.8411214953271028,0.1588785046728972,0.43302180685358255,0.48518518518518516,0.1568627450980392,0.9283805779920764,0.08123214888977612,0.7807499769663094,>=,59,>=,6,>=,45,1,0.10676691729323307,1.0166666666666666,-1,0,0,1
>=,44,<=,15,<=,41,1,0.21538978494623656,730,0.022419458861828567,0.7452054794520548,0.2547945205479452,0.6013698630136987,0.65625,0.44086021505376344,0.6817972420994441,0.9873161143699518,0.7068578974847209,>=,44,<=,15,<=,39,1,0.0723275580254985,0.04878048780487805,0,0,-2,0
>=,47,<=,10,>=,36,0,0.23333155683286255,4180,0.12837443567458,0.7217703349282296,0.2782296650717703,0.25095693779904304,0.31587669870732515,0.0825451418744626,0.7487177912226283,0.6770369460397407,0.2180522711218943,>=,43,<=,9,>=,36,0,0.19766499509854232,0.1851063829787234,-4,-1,0,0
>=,30,>=,2,>=,40,0,0.23459931431685999,16634,0.5108565461748718,0.7449200432848383,0.2550799567151617,0.31357460622820726,0.37341618916955854,0.13881687485269856,0.3246829028592488,0.00672583765854857,0.7057522803353705,>=,30,>=,2,>=,41,1,0.14583333333333337,1.025,0,0,1,1
>=,26,>=,1,>=,21,0,0.20908771389567038,22217,0.6823193390866373,0.699014268353063,0.30098573164693704,0.26668767160282664,0.32962009014810045,0.12053237625243009,0.22100058352016216,0.001566290961579804,0.0906606062467369,>=,24,>=,1,>=,21,0,0.1996424677863976,0.07692307692307693,-2,0,0,0
>=,43,<=,15,>=,52,0,0.30049950049950047,1172,0.03599398052885354,0.8447098976109215,0.1552901023890785,0.4351535836177474,0.4818181818181818,0.1813186813186813,0.6595620527625073,0.9873161143699518,0.8927551365130063,>=,42,<=,15,>=,50,1,0.196521095484826,1.0617173524150267,-1,0,-2,1
<=,56,<=,14,>=,41,0,0.21675906803447345,7367,0.2262522649795768,0.808470204968101,0.19152979503189901,0.32903488529930774,0.3705507051712559,0.15379163713678243,0.8856607598046743,0.9696262399803446,0.7068578974847209,<=,56,<=,14,>=,40,0,0.18108833579161657,0.024390243902439025,0,0,-1,0
>=,38,>=,13,>=,53,0,0.35764195351573985,631,0.01937901170111483,0.8367670364500792,0.16323296354992076,0.6196513470681458,0.678030303030303,0.32038834951456313,0.5376984736341022,0.9167101747489328,0.8935229262000552,>=,38,>=,15,>=,53,0,0.10087719298245612,0.15384615384615385,0,2,0,0
>=,54,<=,15,>=,52,0,0.27255234861346916,367,0.011271152605878198,0.8446866485013624,0.1553133514986376,0.37057220708446864,0.4129032258064516,0.14035087719298245,0.8615521636313381,0.9873161143699518,0.8927551365130063,>=,54,<=,15,>=,50,1,0.18560606060606055,1.0384615384615385,0,0,-2,1
>=,29,<=,15,>=,52,0,0.26468951991211986,2584,0.07935874205337674,0.8506191950464397,0.14938080495356038,0.40131578947368424,0.4408553230209281,0.17616580310880828,0.29824022603728384,0.9873161143699518,0.8927551365130063,>=,29,<=,15,>=,50,1,0.1269830321423645,1.0384615384615385,0,0,-2,1
>=,48,>=,2,<=,42,1,0.22417901772740484,599,0.018396240901692208,0.7412353923205343,0.2587646076794658,0.5726210350584308,0.6306306306306306,0.4064516129032258,0.7653941832253309,0.00672583765854857,0.7135837351432696,>=,48,>=,2,<=,39,1,0.09674155029346287,0.07142857142857142,0,0,-3,0
>=,26,>=,2,>=,36,0,0.21750618578599676,19892,0.6109148981910875,0.7244118238487834,0.27558817615121656,0.28343052483410414,0.3433726578764747,0.12586647209047794,0.22100058352016216,0.00672583765854857,0.2180522711218943,>=,22,>=,2,>=,35,0,0.19982435831371925,0.18162393162393164,-4,0,-1,0
>=,48,<=,12,>=,45,0,0.24727351257963504,1218,0.03740671355302356,0.8448275862068966,0.15517241379310345,0.3464696223316913,0.3848396501457726,0.13756613756613756,0.7653941832253309,0.7522496237830534,0.7807499769663094,>=,53,<=,12,>=,45,0,0.18080251303935516,0.10416666666666667,5,0,0,0
>=,53,>=,12,>=,22,0,0.375576679965194,1008,0.030957280181812596,0.7648809523809523,0.23511904761904762,0.5277777777777778,0.6160830090791181,0.24050632911392406,0.848806854826326,0.7522496237830534,0.092011916095943,>=,53,>=,12,>=,22,1,0.18475274725274726,1.0,0,0,0,1
>=,45,>=,14,>=,60,0,0.3128415300546448,146,0.004483891772365713,0.8356164383561644,0.1643835616438356,0.678082191780822,0.7295081967213115,0.4166666666666667,0.7043395473112005,0.9696262399803446,0.9659101378950278,>=,44,>=,13,>=,60,1,0.1828396322778345,1.0936507936507938,-1,-1,0,1
>=,33,<=,8,>=,29,1,0.20446533490011753,134,0.00411535272258223,0.8283582089552238,0.17164179104477612,0.34328358208955223,0.3783783783783784,0.17391304347826086,0.40425662602499923,0.13061638156076288,0.12579466232609562,>=,34,<=,8,>=,29,1,0.19484491044124075,0.030303030303030304,1,0,0,0
>=,55,>=,9,>=,36,1,0.24090909090909085,357,0.010964036731058628,0.8319327731092437,0.16806722689075632,0.7170868347338936,0.7575757575757576,0.5166666666666667,0.874420318786278,0.4531187617087927,0.2180522711218943,>=,59,>=,9,>=,36,1,0.19919786096256686,0.07272727272727272,4,0,0,0
>=,56,>=,10,<=,41,0,0.3037377675893927,1143,0.035103344491876784,0.6701662292213474,0.32983377077865267,0.31496062992125984,0.4151436031331593,0.11140583554376658,0.8856607598046743,0.6770369460397407,0.7068578974847209,>=,56,>=,9,<=,39,0,0.1601870880303073,0.14878048780487807,0,-1,-2,0
>=,32,>=,15,<=,58,0,0.2990543735224586,526,0.016154295015509353,0.8212927756653993,0.17870722433460076,0.7243346007604563,0.7777777777777778,0.4787234042553192,0.3773839869782869,0.9873161143699518,0.9204569884217315,>=,32,>=,16,<=,60,0,0.1892230576441103,0.10114942528735632,0,1,2,0
>=,34,<=,11,>=,32,1,0.218366422275311,979,0.030066644144835848,0.8130745658835546,0.18692543411644535,0.5709908069458631,0.6118090452261307,0.39344262295081966,0.4314670925340131,0.7194803599398053,0.1694051165504745,>=,37,<=,11,>=,30,1,0.1999236058059588,0.15073529411764708,3,0,-2,0
<=,50,>=,7,>=,49,0,0.20453233638335747,4447,0.1365744295322625,0.8295480098943108,0.17045199010568923,0.3728356195187767,0.40769856329628623,0.20316622691292877,0.8016031448665581,0.11731826418107552,0.8015417216915942,<=,47,>=,7,>=,49,0,0.19994095436129466,0.06,-3,0,0,0
>=,41,>=,5,<=,41,0,0.22739504291490267,7687,0.236079972973803,0.6323663327696111,0.367633667230389,0.2605697931572785,0.3441678666940959,0.11677282377919321,0.6119590921654741,0.05257823776911028,0.7068578974847209,>=,41,>=,5,<=,39,0,0.12208014394643306,0.04878048780487805,0,0,-2,0
<=,54,>=,6,>=,52,0,0.2264912613981763,2751,0.08448757716286355,0.8371501272264631,0.1628498727735369,0.3704107597237368,0.4072948328267477,0.18080357142857142,0.8615521636313381,0.08123214888977612,0.8927551365130063,<=,50,>=,6,>=,50,0,0.19854452850333676,0.11253561253561253,-4,0,-2,0
>=,29,>=,8,>=,26,0,0.24821568530963328,17468,0.5364700101348239,0.7078658117700939,0.2921341882299061,0.3150332035722464,0.38754549130610594,0.13932980599647266,0.29824022603728384,0.13061638156076288,0.12201713706581493,>=,30,>=,8,>=,25,1,0.1995165300604631,1.072944297082228,1,0,-1,1
<=,50,>=,8,>=,25,1,0.21776531516308467,1752,0.05380670126838856,0.7676940639269406,0.23230593607305935,0.6438356164383562,0.6944237918215613,0.47665847665847666,0.8016031448665581,0.13061638156076288,0.12109578944135622,<=,46,>=,8,>=,25,1,0.19877169226041275,0.08,-4,0,0,0
<=,51,>=,4,>=,48,0,0.2015385987240493,5093,0.1564141150456067,0.8276065187512271,0.17239348124877282,0.35813862163754173,0.39288256227758006,0.19134396355353075,0.8198765394183225,0.036792481803384416,0.8006510856546175,<=,50,>=,4,>=,48,0,0.1988720585510469,0.0196078431372549,-1,0,0,0
>=,27,<=,15,>=,37,1,0.22159316119810113,2091,0.06421792942477196,0.8216164514586323,0.17838354854136776,0.683405069344811,0.7229336437718277,0.5013404825737265,0.2466447590675962,0.9873161143699518,0.2226282976567059,>=,27,<=,15,>=,41,1,0.17732398239823977,0.10810810810810811,0,0,4,0
<=,40,>=,15,<=,44,0,0.39493670886075943,114,0.0035011209729430915,0.6929824561403509,0.30701754385964913,0.47368421052631576,0.5949367088607594,0.2,0.5871441294800528,0.9873161143699518,0.7247320413992199,<=,40,>=,13,<=,44,0,0.16126401723866948,0.13333333333333333,0,-2,0,0
<=,54,<=,10,<=,57,1,0.2255187561412635,967,0.029698105095052364,0.7549120992761117,0.2450879007238883,0.452947259565667,0.5082191780821917,0.28270042194092826,0.8615521636313381,0.6770369460397407,0.9195970639722367,<=,54,<=,9,<=,57,1,0.16848760983774236,0.1,0,-1,0,0
>=,46,>=,3,>=,59,1,0.20833333333333337,142,0.004361045422437886,0.8873239436619719,0.11267605633802817,0.8098591549295775,0.8333333333333334,0.625,0.7269739872854027,0.01695279629004023,0.9206105463591413,>=,47,>=,3,>=,59,1,0.18322981366459623,0.021739130434782608,1,0,0,0
>=,47,>=,12,<=,58,1,0.24777950737111987,393,0.012069653880409079,0.8295165394402035,0.17048346055979643,0.8473282442748091,0.8895705521472392,0.6417910447761194,0.7487177912226283,0.7522496237830534,0.9204569884217315,>=,48,>=,13,<=,58,1,0.19653524492234165,0.10460992907801418,1,1,0,0
<=,60,>=,11,>=,46,0,0.2599761428515059,2504,0.07690181505482019,0.8039137380191693,0.19608626198083068,0.5287539936102237,0.5797317436661699,0.319755600814664,0.9283805779920764,0.7194803599398053,0.7832683271398299,<=,60,>=,11,>=,46,1,0.1697129449931929,1.0,0,0,0,1
>=,33,>=,4,>=,41,0,0.2726476439567499,5851,0.17969349835693008,0.8277217569646215,0.17227824303537856,0.43599384720560586,0.4829651042742102,0.21031746031746032,0.40425662602499923,0.036792481803384416,0.7068578974847209,>=,33,>=,4,>=,41,1,0.1692771084337349,1.0,0,0,0,1
<=,50,<=,16,<=,34,1,-0.22185292895720815,141,0.004330333834955929,0.41134751773049644,0.5886524822695035,0.23404255319148937,0.10344827586206896,0.3253012048192771,0.8016031448665581,1.0,0.1714627929117656,<=,50,<=,16,<=,35,1,-0.11233569261880688,0.029411764705882353,0,0,1,0
>=,46,>=,2,>=,60,1,0.20833333333333337,142,0.004361045422437886,0.8873239436619719,0.11267605633802817,0.8098591549295775,0.8333333333333334,0.625,0.7269739872854027,0.00672583765854857,0.9659101378950278,>=,47,>=,2,>=,60,1,0.18322981366459623,0.021739130434782608,1,0,0,0
>=,37,>=,6,<=,48,0,0.24075337546681985,10738,0.3297810263812537,0.6483516483516484,0.3516483516483517,0.28003352579623764,0.36469405343292155,0.1239406779661017,0.5122999907865238,0.08123214888977612,0.8006510856546175,>=,37,>=,6,<=,48,1,0.18867188746335228,1.0,0,0,0,1
>=,49,<=,14,<=,44,0,0.20868097833637053,4836,0.14852123706274378,0.6406120760959471,0.35938792390405294,0.22229114971050454,0.2972885732730794,0.08860759493670886,0.7831147692024201,0.9696262399803446,0.7247320413992199,>=,52,<=,14,<=,43,0,0.19783446537562555,0.08395176252319109,3,0,-1,0
>=,44,>=,5,>=,50,1,0.21376887952230417,404,0.012407481342710604,0.9034653465346535,0.09653465346534654,0.8341584158415841,0.8547945205479452,0.6410256410256411,0.6817972420994441,0.05257823776911028,0.8881176868032309,>=,43,>=,5,>=,50,1,0.19823424796747968,0.022727272727272728,-1,0,0,0
>=,37,>=,14,<=,35,0,0.2505385252692626,227,0.006971530358404226,0.6255506607929515,0.3744493392070485,0.42731277533039647,0.5211267605633803,0.27058823529411763,0.5122999907865238,0.9696262399803446,0.21129572187586376,>=,37,>=,14,<=,34,0,0.16768086544962812,0.02857142857142857,0,0,-1,0
<=,51,<=,15,<=,51,1,0.20280138688595006,1632,0.05012131077055373,0.7328431372549019,0.26715686274509803,0.5821078431372549,0.6362876254180602,0.4334862385321101,0.8198765394183225,0.9873161143699518,0.8885169374404963,<=,50,<=,15,<=,51,1,0.19814223843173012,0.0196078431372549,-1,0,0,0
<=,52,<=,16,>=,41,0,0.21676957526014132,7269,0.223242529406345,0.8093272802311184,0.19067271976888156,0.3428256981703123,0.3841577426483087,0.1673881673881674,0.8345566782346979,1.0,0.7068578974847209,<=,52,<=,16,>=,40,0,0.181312988513365,0.024390243902439025,0,0,-1,0
>=,60,>=,6,>=,50,0,0.37347155768208407,236,0.007247934645741839,0.8389830508474576,0.16101694915254236,0.4449152542372881,0.5050505050505051,0.13157894736842105,0.9283805779920764,0.08123214888977612,0.8881176868032309,>=,57,>=,6,>=,50,1,0.14640198511166258,1.05,-3,0,0,1
>=,39,>=,13,>=,48,0,0.30151771522329895,1183,0.03633180799115506,0.8326289095519864,0.16737109044801352,0.6500422654268808,0.700507614213198,0.398989898989899,0.562759129019379,0.9167101747489328,0.8006510856546175,>=,39,>=,15,>=,48,0,0.07333333333333325,0.15384615384615385,0,2,0,0
>=,36,>=,13,>=,34,0,0.36443852903480234,3780,0.11608980068179724,0.7666666666666667,0.23333333333333334,0.5685185185185185,0.6535541752933057,0.2891156462585034,0.4859494487270047,0.9167101747489328,0.1714627929117656,>=,36,>=,13,>=,34,1,0.18641259320629655,1.0,0,0,0,1
>=,54,>=,13,>=,50,0,0.442662288456681,251,0.007708608457971193,0.852589641434263,0.14741035856573706,0.5936254980079682,0.6588785046728972,0.21621621621621623,0.8615521636313381,0.9167101747489328,0.8881176868032309,>=,51,>=,13,>=,50,1,0.1875,1.0555555555555556,-3,0,0,1
>=,33,>=,15,<=,43,0,0.37833635656905934,295,0.009059918307177298,0.7694915254237288,0.2305084745762712,0.6440677966101694,0.7312775330396476,0.35294117647058826,0.40425662602499923,0.9873161143699518,0.7182211848530451,>=,33,>=,14,<=,43,1,0.1215780998389695,1.0666666666666667,0,-1,0,1
<=,58,>=,16,>=,24,0,0.20041608876560335,269,0.008261417032646417,0.7657992565055762,0.2342007434944238,0.724907063197026,0.7718446601941747,0.5714285714285714,0.9078959491416111,1.0,0.10039617947851724,<=,57,>=,16,>=,24,0,0.19470241460066218,0.017241379310344827,-1,0,0,0
<=,60,>=,8,<=,48,1,0.20368097889187292,1490,0.04576026534811584,0.7134228187919464,0.2865771812080537,0.5926174496644295,0.6509877704609596,0.44730679156908665,0.9283805779920764,0.13061638156076288,0.8006510856546175,<=,63,>=,8,<=,48,1,0.19779526973115769,0.05,3,0,0,0
